run_label,vx',vy',vz',r'',hue',gamma',m0'
P_5.0_V_0.1_T_1.0_C_0.0, 6257.178 1 + -1230.211 x +  14319.595 y + -9837.172 z +  4902.130 r +  6350.498 hue + -12.753 gamma +  6257.113 m0 + -60.777 1/r^3 +  5315.085 sin(hue) +  3301.885 cos(hue) +  6103.902 m0/gamma +  47.084 K_sync + -5480.226 F_pauli_x +  12620.722 F_pauli_y +  2145.980 F_pauli_z + -21.155 F_torsion,-3787.325 1 +  788.372 x + -8695.194 y +  5936.719 z + -3021.882 r + -3843.809 hue +  7.719 gamma + -3787.286 m0 +  40.294 1/r^3 + -3217.098 sin(hue) + -1998.555 cos(hue) + -3694.724 m0/gamma + -29.233 K_sync +  3416.302 F_pauli_x + -7637.482 F_pauli_y + -1368.561 F_pauli_z +  13.314 F_torsion,-2691.943 1 +  410.992 x + -6085.558 y +  4280.745 z + -1960.778 r + -2732.092 hue +  5.486 gamma + -2691.916 m0 +  20.652 1/r^3 + -2286.639 sin(hue) + -1420.527 cos(hue) + -2626.138 m0/gamma + -18.257 K_sync +  2076.312 F_pauli_x + -5428.998 F_pauli_y + -901.706 F_pauli_z +  7.638 F_torsion,-5083.539 1 +  1903.409 x + -12266.640 y +  7727.491 z + -5109.888 r + -5159.266 hue +  10.411 gamma + -5083.487 m0 +  705.067 1/r^3 + -4318.104 sin(hue) + -2682.631 cos(hue) + -5001.871 m0/gamma + -71.158 K_sync +  15287.691 F_pauli_x + -12428.391 F_pauli_y + -20528.342 F_pauli_z +  64.252 F_torsion,-0.569 1 +  0.108 x +  0.730 y + -0.484 z +  0.118 r + -0.582 hue + -0.569 m0 + -8.106 1/r^3 + -0.486 sin(hue) + -0.296 cos(hue) +  2.276 m0/gamma + -0.018 F_pauli_x +  0.341 F_pauli_y + -0.150 F_pauli_z, 509329.719 1 + -104006.852 x +  1168069.000 y + -799224.188 z +  403858.875 r +  516925.844 hue + -1038.122 gamma +  509324.656 m0 + -5276.758 1/r^3 +  432644.031 sin(hue) +  268771.125 cos(hue) +  496879.594 m0/gamma +  3895.079 K_sync + -452961.656 F_pauli_x +  1027863.875 F_pauli_y +  182814.141 F_pauli_z + -1761.046 F_torsion, 0.000
P_5.0_V_0.1_T_2.0_C_0.0, 7736.799 1 +  1218.278 x +  15828.964 y + -13400.021 z +  2628.391 r +  7852.058 hue + -15.441 gamma +  7736.710 m0 + -446.263 1/r^3 +  6571.862 sin(hue) +  4082.787 cos(hue) +  7629.157 m0/gamma +  63.817 K_sync + -8066.622 F_pauli_x +  13594.189 F_pauli_y + -3461.997 F_pauli_z + -0.177 F_torsion,-4637.782 1 + -694.625 x + -9510.969 y +  8018.095 z + -1620.089 r + -4706.873 hue +  9.256 gamma + -4637.729 m0 +  265.267 1/r^3 + -3939.466 sin(hue) + -2447.405 cos(hue) + -4573.264 m0/gamma + -38.920 K_sync +  4775.477 F_pauli_x + -8075.909 F_pauli_y +  2052.202 F_pauli_z +  0.213 F_torsion,-3278.511 1 + -480.725 x + -6729.862 y +  5663.956 z + -1158.102 r + -3327.353 hue +  6.543 gamma + -3278.473 m0 +  187.367 1/r^3 + -2784.863 sin(hue) + -1730.104 cos(hue) + -3232.903 m0/gamma + -27.711 K_sync +  3371.446 F_pauli_x + -5704.587 F_pauli_y +  1455.694 F_pauli_z +  0.199 F_torsion,-8344.824 1 + -2843.980 x + -16092.459 y +  15092.703 z + -908.102 r + -8469.147 hue +  16.638 gamma + -8344.729 m0 +  785.388 1/r^3 + -7088.340 sin(hue) + -4403.644 cos(hue) + -8228.092 m0/gamma + -95.547 K_sync +  20287.006 F_pauli_x + -18604.084 F_pauli_y +  6257.735 F_pauli_z +  52.653 F_torsion, 0.031 1 + -0.479 x + -0.322 y + -0.381 z +  0.098 r +  0.027 hue +  0.031 m0 + -2.450 1/r^3 +  0.024 sin(hue) +  0.020 cos(hue) +  2.388 m0/gamma + -0.160 F_pauli_x +  0.334 F_pauli_y + -0.037 F_pauli_z, 637639.625 1 +  98421.180 x +  1305812.000 y + -1103577.500 z +  219099.219 r +  647139.000 hue + -1272.564 gamma +  637632.375 m0 + -36666.555 1/r^3 +  541629.688 sin(hue) +  336488.938 cos(hue) +  628768.562 m0/gamma +  5296.793 K_sync + -661727.062 F_pauli_x +  1116888.750 F_pauli_y + -284333.188 F_pauli_z + -21.142 F_torsion, 0.000
P_6.0_V_0.0_T_0.5_C_0.0, 4856.379 1 + -56.365 x +  10379.401 y + -7475.401 z +  3243.764 r +  4928.507 hue + -4.405 gamma +  4856.332 m0 + -801.888 1/r^3 +  4125.016 sin(hue) +  2562.946 cos(hue) +  4597.479 m0/gamma +  22.448 K_sync + -3771.532 F_pauli_x + -8161.765 F_pauli_y +  24916.334 F_pauli_z + -21.310 F_torsion,-2954.803 1 +  31.539 x + -6313.474 y +  4549.271 z + -1970.229 r + -2998.689 hue +  2.680 gamma + -2954.772 m0 +  487.812 1/r^3 + -2509.813 sin(hue) + -1559.392 cos(hue) + -2797.278 m0/gamma + -13.640 K_sync +  2294.188 F_pauli_x +  4966.759 F_pauli_y + -15155.229 F_pauli_z +  12.949 F_torsion,-1832.607 1 +  20.323 x + -3916.200 y +  2821.255 z + -1222.911 r + -1859.825 hue +  1.662 gamma + -1832.587 m0 +  302.767 1/r^3 + -1556.620 sin(hue) + -967.155 cos(hue) + -1734.909 m0/gamma + -8.461 K_sync +  1423.389 F_pauli_x +  3084.929 F_pauli_y + -9407.075 F_pauli_z +  8.044 F_torsion,-6440.222 1 + -4033.007 x + -11163.327 y +  11324.143 z +  760.496 r + -6535.879 hue +  5.824 gamma + -6440.156 m0 +  1261.179 1/r^3 + -5470.338 sin(hue) + -3398.810 cos(hue) + -6097.534 m0/gamma +  25.366 K_sync +  6486.540 F_pauli_x +  10414.000 F_pauli_y + -38598.156 F_pauli_z +  79.537 F_torsion, 0.404 1 + -0.104 x + -0.337 y +  0.558 z +  0.070 r +  0.410 hue +  0.404 m0 + -3.580 1/r^3 +  0.343 sin(hue) +  0.213 cos(hue) +  0.660 m0/gamma + -0.030 F_pauli_x + -0.113 F_pauli_y +  0.280 F_pauli_z, 1026061.125 1 + -11418.297 x +  2192662.250 y + -1579581.750 z +  684741.688 r +  1041300.188 hue + -930.708 gamma +  1026050.938 m0 + -169415.719 1/r^3 +  871537.500 sin(hue) +  541501.812 cos(hue) +  971360.312 m0/gamma +  4739.076 K_sync + -796447.625 F_pauli_x + -1724671.500 F_pauli_y +  5263799.000 F_pauli_z + -4500.145 F_torsion, 0.000
P_6.0_V_0.0_T_1.0_C_0.0, 4932.921 1 + -179.578 x +  10766.966 y + -7513.375 z +  3521.109 r +  5006.173 hue + -4.503 gamma +  4932.862 m0 + -372.984 1/r^3 +  4190.029 sin(hue) +  2603.330 cos(hue) +  4667.993 m0/gamma +  13.791 K_sync + -8098.640 F_pauli_x + -6804.753 F_pauli_y +  11280.249 F_pauli_z + -3.929 F_torsion,-2995.517 1 +  106.700 x + -6536.762 y +  4563.319 z + -2135.298 r + -3039.999 hue +  2.734 gamma + -2995.480 m0 +  226.454 1/r^3 + -2544.395 sin(hue) + -1580.872 cos(hue) + -2834.638 m0/gamma + -8.356 K_sync +  4914.111 F_pauli_x +  4132.848 F_pauli_y + -6847.449 F_pauli_z +  2.377 F_torsion,-1867.235 1 +  66.642 x + -4074.728 y +  2844.467 z + -1331.186 r + -1894.963 hue +  1.704 gamma + -1867.212 m0 +  141.206 1/r^3 + -1586.032 sin(hue) + -985.426 cos(hue) + -1766.953 m0/gamma + -5.212 K_sync +  3066.124 F_pauli_x +  2577.680 F_pauli_y + -4268.503 F_pauli_z +  1.484 F_torsion,-6395.674 1 + -3676.250 x + -11500.343 y +  11086.565 z +  245.046 r + -6490.648 hue +  5.825 gamma + -6395.591 m0 +  635.121 1/r^3 + -5432.493 sin(hue) + -3375.283 cos(hue) + -6052.603 m0/gamma +  14.961 K_sync +  14726.341 F_pauli_x +  10634.589 F_pauli_y + -18158.980 F_pauli_z +  45.336 F_torsion,-0.010 1 + -0.008 x +  0.035 y +  0.012 z +  0.027 r + -0.011 hue + -0.010 m0 + -1.069 1/r^3 + -0.009 sin(hue) +  1.177 m0/gamma + -0.173 F_pauli_x +  0.094 F_pauli_y +  0.012 F_pauli_z, 1043817.625 1 + -37561.809 x +  2278039.250 y + -1590000.625 z +  744535.500 r +  1059317.625 hue + -952.789 gamma +  1043804.750 m0 + -78914.039 1/r^3 +  886619.938 sin(hue) +  550870.625 cos(hue) +  987757.875 m0/gamma +  2914.059 K_sync + -1712843.000 F_pauli_x + -1439999.500 F_pauli_y +  2386383.000 F_pauli_z + -830.329 F_torsion, 0.000
P_6.0_V_0.0_T_2.0_C_0.0, 7928.109 1 +  4246.396 x +  14893.960 y + -13653.486 z +  269.516 r +  8045.845 hue + -7.302 gamma +  7928.004 m0 + -758.174 1/r^3 +  6734.165 sin(hue) +  4184.028 cos(hue) +  7497.934 m0/gamma + -39.697 K_sync + -8373.491 F_pauli_x +  12398.859 F_pauli_y +  3108.435 F_pauli_z + -5.399 F_torsion,-4796.944 1 + -2571.879 x + -9010.037 y +  8262.021 z + -159.891 r + -4868.181 hue +  4.418 gamma + -4796.881 m0 +  458.763 1/r^3 + -4074.542 sin(hue) + -2531.568 cos(hue) + -4536.664 m0/gamma +  24.038 K_sync +  5071.799 F_pauli_x + -7497.801 F_pauli_y + -1879.219 F_pauli_z +  3.251 F_torsion,-3019.217 1 + -1619.144 x + -5670.724 y +  5200.283 z + -100.162 r + -3064.054 hue +  2.781 gamma + -3019.178 m0 +  288.797 1/r^3 + -2564.534 sin(hue) + -1593.380 cos(hue) + -2855.396 m0/gamma +  15.132 K_sync +  3191.511 F_pauli_x + -4722.689 F_pauli_y + -1179.963 F_pauli_z +  2.052 F_torsion,-11268.747 1 + -11255.192 x + -17975.561 y +  21198.688 z +  5992.852 r + -11436.095 hue +  10.400 gamma + -11268.589 m0 +  1259.406 1/r^3 + -9571.717 sin(hue) + -5947.026 cos(hue) + -10656.487 m0/gamma +  169.843 K_sync +  10763.712 F_pauli_x + -22481.658 F_pauli_y + -3880.931 F_pauli_z +  35.689 F_torsion,-0.141 1 +  0.162 x +  0.319 y +  0.059 z +  0.047 r + -0.144 hue + -0.141 m0 + -2.990 1/r^3 + -0.120 sin(hue) + -0.074 cos(hue) +  0.985 m0/gamma + -0.074 F_pauli_x +  0.072 F_pauli_y +  0.051 F_pauli_z, 1682558.875 1 +  901607.688 x +  3160641.750 y + -2897782.000 z +  56694.105 r +  1707545.375 hue + -1549.598 gamma +  1682536.250 m0 + -160905.047 1/r^3 +  1429171.875 sin(hue) +  887963.875 cos(hue) +  1591263.875 m0/gamma + -8430.580 K_sync + -1776762.125 F_pauli_x +  2630949.000 F_pauli_y +  659253.250 F_pauli_z + -1144.428 F_torsion, 0.000
P_6.0_V_0.01_T_0.5_C_0.0, 4130.424 1 + -988.779 x +  9471.652 y + -6091.035 z +  3927.095 r +  4191.726 hue + -3.766 gamma +  4130.351 m0 + -1292.293 1/r^3 +  3508.369 sin(hue) +  2179.816 cos(hue) +  3911.882 m0/gamma +  33.567 K_sync + -1088.638 F_pauli_x + -11156.772 F_pauli_y +  27215.359 F_pauli_z + -22.904 F_torsion,-2513.364 1 +  598.533 x + -5761.508 y +  3707.465 z + -2385.767 r + -2550.665 hue +  2.291 gamma + -2513.320 m0 +  786.034 1/r^3 + -2134.843 sin(hue) + -1326.418 cos(hue) + -2380.380 m0/gamma + -20.400 K_sync +  662.467 F_pauli_x +  6787.586 F_pauli_y + -16552.529 F_pauli_z +  13.916 F_torsion,-1558.582 1 +  372.290 x + -3573.554 y +  2298.708 z + -1480.853 r + -1581.714 hue +  1.421 gamma + -1558.556 m0 +  487.923 1/r^3 + -1323.854 sin(hue) + -822.536 cos(hue) + -1476.118 m0/gamma + -12.656 K_sync +  410.500 F_pauli_x +  4215.123 F_pauli_y + -10274.025 F_pauli_z +  8.645 F_torsion,-4383.692 1 + -1557.193 x + -8458.346 y +  7419.210 z + -967.910 r + -4448.729 hue +  4.005 gamma + -4383.591 m0 +  2478.886 1/r^3 + -3723.483 sin(hue) + -2313.469 cos(hue) + -4155.395 m0/gamma +  20.897 K_sync + -361.264 F_pauli_x +  20870.521 F_pauli_y + -51307.535 F_pauli_z +  86.348 F_torsion, 0.497 1 + -0.119 x + -0.420 y +  0.686 z +  0.075 r +  0.505 hue +  0.497 m0 + -3.611 1/r^3 +  0.422 sin(hue) +  0.263 cos(hue) +  0.604 m0/gamma + -0.008 F_pauli_x + -0.126 F_pauli_y +  0.274 F_pauli_z, 872720.750 1 + -208373.250 x +  2000927.000 y + -1287167.250 z +  829085.188 r +  885673.125 hue + -795.629 gamma +  872705.250 m0 + -273009.750 1/r^3 +  741285.500 sin(hue) +  460575.094 cos(hue) +  826544.438 m0/gamma +  7087.420 K_sync + -229692.906 F_pauli_x + -2357241.000 F_pauli_y +  5749294.000 F_pauli_z + -4836.364 F_torsion, 0.000
P_6.0_V_0.01_T_1.0_C_0.0, 5578.090 1 +  752.554 x +  11437.861 y + -8996.501 z +  2680.035 r +  5660.867 hue + -5.070 gamma +  5578.044 m0 + -306.703 1/r^3 +  4738.012 sin(hue) +  2943.894 cos(hue) +  5375.497 m0/gamma + -11.031 K_sync + -8143.863 F_pauli_x + -3910.349 F_pauli_y +  10731.525 F_pauli_z + -2.095 F_torsion,-3409.716 1 + -491.132 x + -6972.177 y +  5509.982 z + -1600.005 r + -3460.315 hue +  3.099 gamma + -3409.687 m0 +  186.707 1/r^3 + -2896.201 sin(hue) + -1799.513 cos(hue) + -3286.231 m0/gamma +  6.797 K_sync +  5063.450 F_pauli_x +  2317.532 F_pauli_y + -6540.799 F_pauli_z +  1.148 F_torsion,-2130.244 1 + -312.908 x + -4352.126 y +  3444.484 z + -992.161 r + -2161.856 hue +  1.936 gamma + -2130.226 m0 +  116.504 1/r^3 + -1809.422 sin(hue) + -1124.258 cos(hue) + -2053.179 m0/gamma +  4.251 K_sync +  3184.762 F_pauli_x +  1433.575 F_pauli_y + -4082.103 F_pauli_z +  0.692 F_torsion,-6108.818 1 + -3438.148 x + -10792.661 y +  10835.368 z +  349.963 r + -6199.451 hue +  5.537 gamma + -6108.771 m0 +  650.701 1/r^3 + -5188.803 sin(hue) + -3224.007 cos(hue) + -5915.547 m0/gamma +  51.027 K_sync +  10276.106 F_pauli_x +  12294.690 F_pauli_y + -21370.887 F_pauli_z +  44.878 F_torsion,-0.066 1 +  0.050 x +  0.171 y +  0.038 z +  0.057 r + -0.068 hue + -0.066 m0 + -2.235 1/r^3 + -0.057 sin(hue) + -0.034 cos(hue) +  0.824 m0/gamma + -0.067 F_pauli_x + -0.023 F_pauli_y +  0.096 F_pauli_z, 1180471.125 1 +  159950.406 x +  2420120.500 y + -1904137.125 z +  566317.375 r +  1197989.125 hue + -1072.917 gamma +  1180461.375 m0 + -64886.008 1/r^3 +  1002688.312 sin(hue) +  623005.812 cos(hue) +  1137597.375 m0/gamma + -2338.215 K_sync + -1723341.500 F_pauli_x + -826832.375 F_pauli_y +  2270158.000 F_pauli_z + -441.124 F_torsion, 0.000
P_6.0_V_0.01_T_2.0_C_0.0, 6235.784 1 +  1312.481 x +  12609.847 y + -10214.909 z +  2480.888 r +  6328.467 hue + -5.695 gamma +  6235.735 m0 + -416.156 1/r^3 +  5296.734 sin(hue) +  3290.904 cos(hue) +  5861.491 m0/gamma +  63.655 K_sync + -5063.584 F_pauli_x +  4688.315 F_pauli_y + -1217.906 F_pauli_z + -8.728 F_torsion,-3769.496 1 + -792.269 x + -7623.301 y +  6174.377 z + -1501.093 r + -3825.523 hue +  3.442 gamma + -3769.467 m0 +  251.238 1/r^3 + -3201.846 sin(hue) + -1989.333 cos(hue) + -3543.271 m0/gamma + -38.483 K_sync +  3054.564 F_pauli_x + -2816.672 F_pauli_y +  728.395 F_pauli_z +  5.274 F_torsion,-2370.169 1 + -494.602 x + -4795.565 y +  3881.080 z + -948.215 r + -2405.397 hue +  2.164 gamma + -2370.151 m0 +  158.282 1/r^3 + -2013.245 sin(hue) + -1250.845 cos(hue) + -2227.869 m0/gamma + -24.462 K_sync +  1880.938 F_pauli_x + -1797.825 F_pauli_y +  510.994 F_pauli_z +  3.342 F_torsion,-9102.756 1 + -7243.079 x + -15059.015 y +  16806.408 z +  2948.890 r + -9238.095 hue +  8.322 gamma + -9102.696 m0 +  804.069 1/r^3 + -7731.994 sin(hue) + -4803.924 cos(hue) + -8538.820 m0/gamma + -22.911 K_sync +  7114.630 F_pauli_x + -12904.108 F_pauli_y +  4736.108 F_pauli_z +  39.208 F_torsion, 0.164 1 +  1.585 x +  1.378 y +  2.313 z +  0.067 r +  0.166 hue +  0.164 m0 + -3.592 1/r^3 +  0.139 sin(hue) +  0.087 cos(hue) +  0.789 m0/gamma + -0.053 F_pauli_x +  0.007 F_pauli_y, 1322577.750 1 +  277688.969 x +  2674912.750 y + -2166278.500 z +  527026.812 r +  1342235.500 hue + -1207.796 gamma +  1322567.500 m0 + -88256.781 1/r^3 +  1123410.375 sin(hue) +  697984.125 cos(hue) +  1243189.250 m0/gamma +  13539.277 K_sync + -1066198.625 F_pauli_x +  995694.500 F_pauli_y + -265181.281 F_pauli_z + -1854.366 F_torsion, 0.000
P_6.0_V_0.1_T_0.5_C_0.0, 6157.290 1 +  1544.053 x +  12270.181 y + -9990.432 z +  2202.914 r +  6248.711 hue + -5.592 gamma +  6157.201 m0 + -1034.129 1/r^3 +  5229.990 sin(hue) +  3249.487 cos(hue) +  5828.677 m0/gamma +  38.815 K_sync + -17963.137 F_pauli_x + -7469.465 F_pauli_y +  16133.154 F_pauli_z + -1.761 F_torsion,-3746.231 1 + -942.218 x + -7463.698 y +  6079.367 z + -1336.874 r + -3801.854 hue +  3.402 gamma + -3746.178 m0 +  629.036 1/r^3 + -3182.042 sin(hue) + -1977.060 cos(hue) + -3546.296 m0/gamma + -23.587 K_sync +  10924.092 F_pauli_x +  4543.615 F_pauli_y + -9813.266 F_pauli_z +  1.059 F_torsion,-2324.346 1 + -584.598 x + -4630.845 y +  3771.937 z + -829.464 r + -2358.857 hue +  2.111 gamma + -2324.311 m0 +  390.389 1/r^3 + -1974.296 sin(hue) + -1226.665 cos(hue) + -2200.296 m0/gamma + -14.635 K_sync +  6783.984 F_pauli_x +  2820.445 F_pauli_y + -6085.808 F_pauli_z +  0.659 F_torsion,-7997.792 1 + -5824.950 x + -13566.981 y +  14282.654 z +  1819.878 r + -8116.536 hue +  7.248 gamma + -7997.667 m0 +  1769.981 1/r^3 + -6793.305 sin(hue) + -4220.796 cos(hue) + -7572.361 m0/gamma + -2.568 K_sync +  30664.559 F_pauli_x +  13606.553 F_pauli_y + -28266.330 F_pauli_z +  53.384 F_torsion, 0.279 1 +  0.059 x + -0.120 y +  0.544 z +  0.045 r +  0.282 hue +  0.279 m0 + -1.240 1/r^3 +  0.236 sin(hue) +  0.148 cos(hue) +  0.935 m0/gamma + -0.203 F_pauli_x + -0.093 F_pauli_y +  0.186 F_pauli_z, 1300716.250 1 +  326704.375 x +  2591721.000 y + -2110643.750 z +  464713.156 r +  1320028.000 hue + -1181.307 gamma +  1300697.250 m0 + -218423.234 1/r^3 +  1104825.875 sin(hue) +  686448.062 cos(hue) +  1231296.875 m0/gamma +  8194.003 K_sync + -3793655.250 F_pauli_x + -1577656.500 F_pauli_y +  3407462.000 F_pauli_z + -370.014 F_torsion, 0.000
P_6.0_V_0.1_T_1.0_C_0.0, 6131.587 1 +  1344.818 x +  12253.075 y + -9851.176 z +  2408.117 r +  6222.650 hue + -5.559 gamma +  6131.509 m0 + -569.334 1/r^3 +  5208.183 sin(hue) +  3235.923 cos(hue) +  5803.601 m0/gamma +  29.589 K_sync + -10935.890 F_pauli_x + -1054.298 F_pauli_y +  6117.832 F_pauli_z +  0.707 F_torsion,-3725.293 1 + -820.099 x + -7442.708 y +  5986.253 z + -1459.398 r + -3780.619 hue +  3.377 gamma + -3725.246 m0 +  346.132 1/r^3 + -3164.272 sin(hue) + -1966.010 cos(hue) + -3526.034 m0/gamma + -17.975 K_sync +  6651.870 F_pauli_x +  630.137 F_pauli_y + -3696.818 F_pauli_z + -0.395 F_torsion,-2327.669 1 + -512.242 x + -4651.180 y +  3740.405 z + -912.402 r + -2362.239 hue +  2.110 gamma + -2327.640 m0 +  217.339 1/r^3 + -1977.127 sin(hue) + -1228.419 cos(hue) + -2203.215 m0/gamma + -11.335 K_sync +  4203.361 F_pauli_x +  356.908 F_pauli_y + -2244.044 F_pauli_z + -0.027 F_torsion,-9252.829 1 + -7362.417 x + -15136.958 y +  16708.664 z +  2929.581 r + -9390.250 hue +  8.381 gamma + -9252.709 m0 +  1141.682 1/r^3 + -7859.372 sin(hue) + -4883.142 cos(hue) + -8762.386 m0/gamma +  5.249 K_sync +  24251.857 F_pauli_x + -1873.653 F_pauli_y + -7860.764 F_pauli_z +  34.171 F_torsion, 0.141 1 + -0.147 x + -0.158 y +  0.117 z +  0.071 r +  0.142 hue +  0.141 m0 + -3.446 1/r^3 +  0.119 sin(hue) +  0.075 cos(hue) +  0.699 m0/gamma + -0.004 F_pauli_x + -0.033 F_pauli_y +  0.111 F_pauli_z, 1298164.625 1 +  285310.125 x +  2593927.250 y + -2085888.875 z +  509164.688 r +  1317444.250 hue + -1176.979 gamma +  1298148.250 m0 + -120695.344 1/r^3 +  1102663.500 sin(hue) +  685101.688 cos(hue) +  1228731.875 m0/gamma +  6275.542 K_sync + -2321768.750 F_pauli_x + -216901.828 F_pauli_y +  1283868.375 F_pauli_z +  118.878 F_torsion, 0.000
P_6.0_V_0.1_T_2.0_C_0.0, 7259.299 1 +  3145.162 x +  13819.143 y + -12341.848 z +  984.816 r +  7367.147 hue + -6.640 gamma +  7259.206 m0 + -772.408 1/r^3 +  6166.076 sin(hue) +  3831.085 cos(hue) +  6864.861 m0/gamma + -5.117 K_sync + -5231.426 F_pauli_x +  9568.110 F_pauli_y +  3616.603 F_pauli_z + -6.491 F_torsion,-4393.133 1 + -1906.493 x + -8361.019 y +  7470.048 z + -592.138 r + -4458.401 hue +  4.018 gamma + -4393.077 m0 +  467.507 1/r^3 + -3731.543 sin(hue) + -2318.470 cos(hue) + -4154.431 m0/gamma +  3.141 K_sync +  3175.351 F_pauli_x + -5788.580 F_pauli_y + -2189.699 F_pauli_z +  3.934 F_torsion,-2764.625 1 + -1199.734 x + -5261.664 y +  4700.935 z + -372.680 r + -2805.699 hue +  2.529 gamma + -2764.589 m0 +  294.250 1/r^3 + -2348.283 sin(hue) + -1459.027 cos(hue) + -2614.408 m0/gamma +  1.975 K_sync +  1996.748 F_pauli_x + -3644.956 F_pauli_y + -1376.146 F_pauli_z +  2.485 F_torsion,-11181.225 1 + -10853.357 x + -17564.383 y +  21104.682 z +  5854.914 r + -11347.357 hue +  10.219 gamma + -11181.075 m0 +  1555.033 1/r^3 + -9497.379 sin(hue) + -5900.869 cos(hue) + -10571.492 m0/gamma +  87.795 K_sync +  5598.224 F_pauli_x + -24455.898 F_pauli_y + -2999.806 F_pauli_z +  39.324 F_torsion,-0.531 1 +  0.991 x +  1.405 y +  0.548 z +  0.066 r + -0.540 hue + -0.531 m0 + -3.334 1/r^3 + -0.451 sin(hue) + -0.279 cos(hue) +  0.785 m0/gamma + -0.036 F_pauli_x +  0.061 F_pauli_z, 1540334.625 1 +  667731.125 x +  2932022.500 y + -2618917.750 z +  208514.250 r +  1563219.125 hue + -1408.957 gamma +  1540314.500 m0 + -163890.938 1/r^3 +  1308366.125 sin(hue) +  812909.438 cos(hue) +  1456639.875 m0/gamma + -1091.148 K_sync + -1110135.875 F_pauli_x +  2029637.625 F_pauli_y +  767417.250 F_pauli_z + -1378.508 F_torsion, 0.000
P_2.0_V_0.0_T_0.5_C_0.0,-61331.535 1 + -27838.240 x + -7783.403 y +  25576.055 z + -20987.309 r + -129916.070 hue +  22575.785 gamma + -61350.656 m0 + -31525.201 1/r^3 +  23240.230 sin(hue) +  337649.219 cos(hue) +  134929.969 m0/gamma +  2222.453 K_sync +  10518.936 F_pauli_x + -2543.736 F_pauli_y +  1363.959 F_pauli_z +  28.265 F_torsion, 116369.078 1 + -5367.487 x + -30350.475 y +  12790.988 z +  12586.569 r + -396830.375 hue + -3559.030 gamma +  116126.367 m0 + -85028.000 1/r^3 +  10170.305 sin(hue) +  532103.062 cos(hue) + -42273.113 m0/gamma +  3481.004 K_sync + -2681.668 F_pauli_x +  3692.207 F_pauli_y +  1441.928 F_pauli_z + -15.196 F_torsion, 439788.812 1 + -1964.919 x + -10018.981 y + -16651.418 z +  7252.686 r + -742340.500 hue + -2077.031 gamma +  439187.031 m0 + -81012.508 1/r^3 + -5114.175 sin(hue) + -201624.828 cos(hue) + -25187.592 m0/gamma + -1293.771 K_sync + -1238.412 F_pauli_x +  204.037 F_pauli_y +  4361.199 F_pauli_z + -11.854 F_torsion,-177706.391 1 +  18984.285 x +  5432.918 y + -2781.324 z +  12136.003 r +  406050.406 hue + -10232.497 gamma + -177400.547 m0 +  224823.734 1/r^3 + -12119.953 sin(hue) + -1477.025 cos(hue) + -86501.023 m0/gamma +  76.707 K_sync + -6657.005 F_pauli_x +  4384.999 F_pauli_y + -2211.809 F_pauli_z + -18.521 F_torsion, 50.984 1 + -0.467 x + -1.483 y + -1.646 z +  0.814 r + -90.193 hue + -0.081 gamma +  50.955 m0 + -4.913 1/r^3 + -0.713 sin(hue) + -12.879 cos(hue) +  6.349 m0/gamma + -0.078 K_sync + -0.121 F_pauli_x + -0.007 F_pauli_y + -0.126 F_pauli_z,-6511.499 1 +  723.252 x + -118.360 y +  26.103 z +  646.046 r +  12806.161 hue + -583.776 gamma + -6502.137 m0 + -4625.425 1/r^3 + -295.605 sin(hue) +  7617.016 cos(hue) + -3431.711 m0/gamma +  48.204 K_sync + -175.340 F_pauli_x +  48.500 F_pauli_y +  21.684 F_pauli_z + -0.607 F_torsion, 0.000
