run_label,vx',vy',vz',r'',hue',gamma',m0'
P_4.0_V_0.01_T_1.0_C_0.0,-13312.001 1 + -15652.540 x + -18004.426 y +  15263.684 z + -4426.489 r + -13510.132 hue +  0.967 gamma + -13311.865 m0 + -193.996 1/r^3 + -11307.368 sin(hue) + -7024.951 cos(hue) + -13268.492 m0/gamma +  129.196 K_sync + -4041.648 F_pauli_x +  6176.186 F_pauli_y + -2380.921 F_pauli_z + -37.335 F_torsion, 8844.105 1 +  10399.096 x +  11961.615 y + -10140.750 z +  2940.831 r +  8975.737 hue + -0.645 gamma +  8844.016 m0 +  128.885 1/r^3 +  7512.286 sin(hue) +  4667.173 cos(hue) +  8815.199 m0/gamma + -85.836 K_sync +  2685.153 F_pauli_x + -4103.278 F_pauli_y +  1581.814 F_pauli_z +  24.803 F_torsion, 1346.886 1 +  1583.698 x +  1821.657 y + -1544.354 z +  447.865 r +  1366.933 hue + -0.098 gamma +  1346.872 m0 +  19.628 1/r^3 +  1144.060 sin(hue) +  710.773 cos(hue) +  1342.484 m0/gamma + -13.073 K_sync +  408.927 F_pauli_x + -624.896 F_pauli_y +  240.898 F_pauli_z +  3.777 F_torsion, 13709.912 1 +  16120.721 x +  18542.396 y + -15719.961 z +  4558.533 r +  13913.959 hue + -0.997 gamma +  13709.771 m0 +  199.795 1/r^3 +  11645.355 sin(hue) +  7234.933 cos(hue) +  13665.100 m0/gamma + -125.573 K_sync +  4162.435 F_pauli_x + -6360.796 F_pauli_y +  2452.097 F_pauli_z +  46.913 F_torsion, 0.440 1 + -0.644 x + -0.917 y + -0.173 z + -0.024 r +  0.427 hue +  0.440 m0 + -0.005 1/r^3 +  0.364 sin(hue) +  0.248 cos(hue) +  5.443 m0/gamma +  0.886 F_pauli_x +  0.937 F_pauli_y +  2.007 F_pauli_z, 17665216.000 1 +  20771148.000 x +  23892130.000 y + -20255132.000 z +  5874017.000 r +  17928140.000 hue + -1283.637 gamma +  17665038.000 m0 +  257435.031 1/r^3 +  15005038.000 sin(hue) +  9322209.000 cos(hue) +  17607478.000 m0/gamma + -171452.859 K_sync +  5363324.500 F_pauli_x + -8195887.500 F_pauli_y +  3159516.000 F_pauli_z +  49539.828 F_torsion, 0.000
P_4.0_V_0.01_T_2.0_C_0.0,-13692.718 1 + -14976.818 x + -18328.549 y +  15373.070 z + -3366.522 r + -13896.712 hue +  1.075 gamma + -13692.562 m0 + -197.871 1/r^3 + -11630.995 sin(hue) + -7225.731 cos(hue) + -13648.250 m0/gamma + -26.573 K_sync + -4701.261 F_pauli_x +  6618.578 F_pauli_y + -2537.294 F_pauli_z + -41.395 F_torsion, 9280.811 1 +  10151.162 x +  12422.938 y + -10419.739 z +  2281.801 r +  9419.075 hue + -0.728 gamma +  9280.705 m0 +  134.116 1/r^3 +  7883.392 sin(hue) +  4897.541 cos(hue) +  9250.669 m0/gamma +  18.012 K_sync +  3186.476 F_pauli_x + -4486.017 F_pauli_y +  1719.757 F_pauli_z +  28.056 F_torsion, 1311.219 1 +  1434.185 x +  1755.148 y + -1472.130 z +  322.379 r +  1330.754 hue + -0.103 gamma +  1311.204 m0 +  18.948 1/r^3 +  1113.788 sin(hue) +  691.938 cos(hue) +  1306.961 m0/gamma +  2.545 K_sync +  450.194 F_pauli_x + -633.797 F_pauli_y +  242.972 F_pauli_z +  3.964 F_torsion, 14258.640 1 +  15595.805 x +  19086.076 y + -16008.436 z +  3505.685 r +  14471.062 hue + -1.119 gamma +  14258.476 m0 +  206.050 1/r^3 +  12111.707 sin(hue) +  7524.372 cos(hue) +  14212.334 m0/gamma +  25.728 K_sync +  4895.565 F_pauli_x + -6892.132 F_pauli_y +  2642.172 F_pauli_z +  51.744 F_torsion, 0.403 1 + -0.311 x + -0.826 y +  0.105 z +  0.192 r +  0.391 hue +  0.403 m0 +  0.053 1/r^3 +  0.333 sin(hue) +  0.228 cos(hue) +  5.300 m0/gamma +  0.826 F_pauli_x +  0.848 F_pauli_y +  1.910 F_pauli_z, 16238984.000 1 +  17761874.000 x +  21736882.000 y + -18231816.000 z +  3992555.750 r +  16480911.000 hue + -1273.179 gamma +  16238799.000 m0 +  234667.000 1/r^3 +  13793869.000 sin(hue) +  8569411.000 cos(hue) +  16186247.000 m0/gamma +  31510.717 K_sync +  5575496.500 F_pauli_x + -7849354.000 F_pauli_y +  3009123.000 F_pauli_z +  49090.422 F_torsion, 0.000
P_4.0_V_0.1_T_0.5_C_0.0,-13378.173 1 + -15186.783 x + -18799.518 y +  15386.432 z + -3763.166 r + -13577.321 hue +  0.904 gamma + -13378.036 m0 + -195.468 1/r^3 + -11363.719 sin(hue) + -7059.685 cos(hue) + -13334.535 m0/gamma + -6.241 K_sync + -4615.328 F_pauli_x +  6508.257 F_pauli_y + -2554.906 F_pauli_z + -33.845 F_torsion, 8794.239 1 +  9983.141 x +  12358.001 y + -10114.383 z +  2473.745 r +  8925.150 hue + -0.593 gamma +  8794.149 m0 +  128.492 1/r^3 +  7470.024 sin(hue) +  4640.735 cos(hue) +  8765.555 m0/gamma +  4.102 K_sync +  3033.920 F_pauli_x + -4278.250 F_pauli_y +  1679.486 F_pauli_z +  22.249 F_torsion, 1381.741 1 +  1568.541 x +  1941.675 y + -1589.161 z +  388.672 r +  1402.310 hue + -0.093 gamma +  1381.727 m0 +  20.189 1/r^3 +  1173.682 sin(hue) +  729.147 cos(hue) +  1377.234 m0/gamma +  0.644 K_sync +  476.686 F_pauli_x + -672.194 F_pauli_y +  263.879 F_pauli_z +  3.496 F_torsion, 13688.194 1 +  15538.713 x +  19235.172 y + -15742.992 z +  3850.391 r +  13891.961 hue + -0.924 gamma +  13688.055 m0 +  199.998 1/r^3 +  11627.059 sin(hue) +  7223.284 cos(hue) +  13643.548 m0/gamma +  5.298 K_sync +  4722.285 F_pauli_x + -6659.084 F_pauli_y +  2614.124 F_pauli_z +  43.022 F_torsion, 0.389 1 + -0.341 x + -0.795 y +  0.018 z +  0.143 r +  0.379 hue +  0.389 m0 + -0.005 1/r^3 +  0.322 sin(hue) +  0.219 cos(hue) +  4.575 m0/gamma +  1.538 F_pauli_x + -0.707 F_pauli_y +  0.627 F_pauli_z, 18987160.000 1 +  21554056.000 x +  26681480.000 y + -21837412.000 z +  5340927.500 r +  19269796.000 hue + -1284.113 gamma +  18986968.000 m0 +  277421.094 1/r^3 +  16128118.000 sin(hue) +  10019557.000 cos(hue) +  18925226.000 m0/gamma +  8849.659 K_sync +  6550369.000 F_pauli_x + -9236934.000 F_pauli_y +  3626085.750 F_pauli_z +  48034.773 F_torsion, 0.000
P_4.0_V_0.1_T_1.0_C_0.0,-13557.860 1 + -15039.404 x + -18636.334 y +  15465.774 z + -3564.626 r + -13759.658 hue +  0.957 gamma + -13557.708 m0 + -197.214 1/r^3 + -11516.527 sin(hue) + -7154.460 cos(hue) + -13513.914 m0/gamma + -5.330 K_sync + -4573.773 F_pauli_x +  6490.953 F_pauli_y + -2511.695 F_pauli_z + -36.795 F_torsion, 9008.475 1 +  9992.883 x +  12382.848 y + -10276.182 z +  2368.503 r +  9142.557 hue + -0.637 gamma +  9008.372 m0 +  131.038 1/r^3 +  7652.117 sin(hue) +  4753.756 cos(hue) +  8979.273 m0/gamma +  3.541 K_sync +  3039.028 F_pauli_x + -4312.891 F_pauli_y +  1668.887 F_pauli_z +  24.448 F_torsion, 1362.219 1 +  1511.076 x +  1872.476 y + -1553.916 z +  358.154 r +  1382.495 hue + -0.096 gamma +  1362.204 m0 +  19.815 1/r^3 +  1157.117 sin(hue) +  718.841 cos(hue) +  1357.804 m0/gamma +  0.536 K_sync +  459.548 F_pauli_x + -652.175 F_pauli_y +  252.361 F_pauli_z +  3.697 F_torsion, 13958.437 1 +  15483.755 x +  19186.955 y + -15922.718 z +  3669.954 r +  14166.195 hue + -0.985 gamma +  13958.278 m0 +  203.041 1/r^3 +  11856.789 sin(hue) +  7365.842 cos(hue) +  13913.190 m0/gamma +  4.834 K_sync +  4708.911 F_pauli_x + -6682.740 F_pauli_y +  2585.916 F_pauli_z +  46.468 F_torsion,-0.291 1 +  0.564 x +  0.877 y +  0.558 z + -0.051 r + -0.317 hue + -0.291 m0 + -0.033 1/r^3 + -0.258 sin(hue) + -0.135 cos(hue) +  5.480 m0/gamma +  0.756 F_pauli_x +  1.033 F_pauli_y +  2.168 F_pauli_z, 18140502.000 1 +  20122816.000 x +  24935532.000 y + -20693302.000 z +  4769491.000 r +  18410512.000 hue + -1278.980 gamma +  18140298.000 m0 +  263873.688 1/r^3 +  15409184.000 sin(hue) +  9572712.000 cos(hue) +  18081700.000 m0/gamma +  7136.169 K_sync +  6119737.000 F_pauli_x + -8684935.000 F_pauli_y +  3360662.500 F_pauli_z +  49230.180 F_torsion, 0.000
P_4.0_V_0.1_T_2.0_C_0.0,-13620.414 1 + -15190.493 x + -18267.943 y +  15249.514 z + -3558.545 r + -13823.560 hue +  1.067 gamma + -13620.249 m0 + -197.095 1/r^3 + -11569.570 sin(hue) + -7187.608 cos(hue) + -13575.948 m0/gamma + -11.798 K_sync + -4561.149 F_pauli_x +  6491.677 F_pauli_y + -2459.647 F_pauli_z + -40.350 F_torsion, 9232.938 1 +  10297.255 x +  12383.381 y + -10337.263 z +  2412.250 r +  9370.646 hue + -0.724 gamma +  9232.824 m0 +  133.606 1/r^3 +  7842.721 sin(hue) +  4872.299 cos(hue) +  9202.796 m0/gamma +  7.999 K_sync +  3091.889 F_pauli_x + -4400.545 F_pauli_y +  1667.333 F_pauli_z +  27.352 F_torsion, 1294.629 1 +  1443.866 x +  1736.379 y + -1449.476 z +  338.242 r +  1313.938 hue + -0.101 gamma +  1294.613 m0 +  18.734 1/r^3 +  1099.695 sin(hue) +  683.187 cos(hue) +  1290.402 m0/gamma +  1.121 K_sync +  433.540 F_pauli_x + -617.038 F_pauli_y +  233.791 F_pauli_z +  3.836 F_torsion, 14188.078 1 +  15823.623 x +  19029.285 y + -15885.075 z +  3706.833 r +  14399.693 hue + -1.110 gamma +  14187.906 m0 +  205.310 1/r^3 +  12051.761 sin(hue) +  7487.169 cos(hue) +  14141.760 m0/gamma +  12.392 K_sync +  4751.250 F_pauli_x + -6762.242 F_pauli_y +  2562.171 F_pauli_z +  50.649 F_torsion,-0.084 1 +  0.323 x +  0.254 y +  0.271 z +  0.107 r + -0.105 hue + -0.084 m0 +  0.011 1/r^3 + -0.082 sin(hue) + -0.027 cos(hue) +  5.257 m0/gamma +  0.864 F_pauli_x +  0.700 F_pauli_y +  1.862 F_pauli_z, 16281722.000 1 +  18158580.000 x +  21837342.000 y + -18229134.000 z +  4253854.500 r +  16524568.000 hue + -1274.010 gamma +  16281526.000 m0 +  235605.578 1/r^3 +  13830163.000 sin(hue) +  8592004.000 cos(hue) +  16228571.000 m0/gamma +  14108.497 K_sync +  5452358.000 F_pauli_x + -7760094.000 F_pauli_y +  2940240.750 F_pauli_z +  48234.824 F_torsion, 0.000
P_5.0_V_0.0_T_0.5_C_0.0, 5665.767 1 + -1290.323 x +  12948.987 y + -8871.184 z +  4761.645 r +  5750.185 hue + -11.507 gamma +  5665.711 m0 + -160.897 1/r^3 +  4812.674 sin(hue) +  2989.867 cos(hue) +  5567.461 m0/gamma +  51.938 K_sync + -2844.047 F_pauli_x +  130.806 F_pauli_y +  5031.151 F_pauli_z + -6.067 F_torsion,-3468.403 1 +  778.764 x + -7919.975 y +  5435.081 z + -2901.065 r + -3520.081 hue +  7.044 gamma + -3468.368 m0 +  98.292 1/r^3 + -2946.167 sin(hue) + -1830.302 cos(hue) + -3408.243 m0/gamma + -31.732 K_sync +  1738.718 F_pauli_x + -69.987 F_pauli_y + -3058.875 F_pauli_z +  3.685 F_torsion,-2376.653 1 +  538.541 x + -5430.100 y +  3722.325 z + -1994.020 r + -2412.063 hue +  4.827 gamma + -2376.629 m0 +  67.224 1/r^3 + -2018.801 sin(hue) + -1254.177 cos(hue) + -2335.439 m0/gamma + -21.812 K_sync +  1186.449 F_pauli_x + -48.159 F_pauli_y + -2094.419 F_pauli_z +  2.539 F_torsion,-6549.880 1 + -1914.113 x + -12809.036 y +  11612.190 z + -1249.476 r + -6647.527 hue +  13.287 gamma + -6549.816 m0 +  424.355 1/r^3 + -5563.698 sin(hue) + -3456.378 cos(hue) + -6415.080 m0/gamma + -52.451 K_sync +  9476.906 F_pauli_x +  1354.478 F_pauli_y + -14662.969 F_pauli_z +  18.805 F_torsion,-0.662 1 + -0.831 x +  0.058 y + -1.618 z +  0.187 r + -0.677 hue + -0.663 m0 + -10.364 1/r^3 + -0.565 sin(hue) + -0.346 cos(hue) +  1.643 m0/gamma +  0.031 F_pauli_x +  0.027 F_pauli_y +  0.003 F_pauli_z, 460856.719 1 + -104327.031 x +  1052888.250 y + -721836.188 z +  386534.688 r +  467723.312 hue + -935.981 gamma +  460852.031 m0 + -13015.328 1/r^3 +  391465.625 sin(hue) +  243197.438 cos(hue) +  452866.531 m0/gamma +  4226.577 K_sync + -228989.000 F_pauli_x +  8739.715 F_pauli_y +  405353.562 F_pauli_z + -493.900 F_torsion, 0.000
P_5.0_V_0.0_T_1.0_C_0.0, 7288.502 1 +  586.847 x +  15422.532 y + -12223.095 z +  3608.891 r +  7397.106 hue + -14.725 gamma +  7288.425 m0 + -513.071 1/r^3 +  6191.071 sin(hue) +  3846.193 cos(hue) +  7168.068 m0/gamma +  16.484 K_sync + -4835.624 F_pauli_x +  14710.710 F_pauli_y + -6791.097 F_pauli_z + -19.019 F_torsion,-4436.973 1 + -387.406 x + -9369.156 y +  7453.233 z + -2158.997 r + -4503.087 hue +  8.963 gamma + -4436.926 m0 +  304.983 1/r^3 + -3768.897 sin(hue) + -2341.421 cos(hue) + -4363.772 m0/gamma + -10.355 K_sync +  2897.071 F_pauli_x + -8791.708 F_pauli_y +  3755.226 F_pauli_z +  10.352 F_torsion,-3072.210 1 + -234.644 x + -6508.901 y +  5147.094 z + -1537.118 r + -3117.987 hue +  6.207 gamma + -3072.177 m0 +  218.214 1/r^3 + -2609.625 sin(hue) + -1621.226 cos(hue) + -3021.419 m0/gamma + -6.902 K_sync +  2058.654 F_pauli_x + -6246.248 F_pauli_y +  2955.030 F_pauli_z +  8.401 F_torsion,-8311.779 1 + -2947.989 x + -16163.567 y +  14837.389 z + -1282.575 r + -8435.646 hue +  16.774 gamma + -8311.689 m0 +  835.951 1/r^3 + -7060.277 sin(hue) + -4386.167 cos(hue) + -8169.216 m0/gamma + -0.959 K_sync +  12862.041 F_pauli_x + -22525.164 F_pauli_y +  12578.036 F_pauli_z +  70.549 F_torsion,-0.197 1 + -0.392 x + -0.039 y + -0.577 z +  0.113 r + -0.204 hue + -0.197 m0 + -6.176 1/r^3 + -0.169 sin(hue) + -0.100 cos(hue) +  2.305 m0/gamma + -0.051 F_pauli_x +  0.320 F_pauli_y + -0.111 F_pauli_z, 595875.125 1 +  48489.652 x +  1260541.375 y + -999514.562 z +  294400.000 r +  604753.938 hue + -1203.816 gamma +  595868.875 m0 + -41789.543 1/r^3 +  506154.000 sin(hue) +  314447.406 cos(hue) +  586031.562 m0/gamma +  1355.455 K_sync + -394502.094 F_pauli_x +  1199323.125 F_pauli_y + -546886.438 F_pauli_z + -1530.437 F_torsion, 0.000
P_5.0_V_0.0_T_2.0_C_0.0, 8130.116 1 +  2583.123 x +  16718.102 y + -14714.823 z +  1572.599 r +  8251.232 hue + -16.808 gamma +  8130.036 m0 + -709.154 1/r^3 +  6905.943 sin(hue) +  4290.357 cos(hue) +  8009.151 m0/gamma + -106.951 K_sync + -6994.458 F_pauli_x +  14863.030 F_pauli_y + -7237.498 F_pauli_z +  8.010 F_torsion,-4822.672 1 + -1429.760 x + -9979.215 y +  8685.688 z + -1060.243 r + -4894.517 hue +  9.971 gamma + -4822.625 m0 +  413.452 1/r^3 + -4096.509 sin(hue) + -2544.981 cos(hue) + -4750.911 m0/gamma +  63.529 K_sync +  4024.713 F_pauli_x + -8693.647 F_pauli_y +  4189.348 F_pauli_z + -4.304 F_torsion,-3400.056 1 + -985.591 x + -7049.259 y +  6114.298 z + -775.367 r + -3450.708 hue +  7.030 gamma + -3400.022 m0 +  290.541 1/r^3 + -2888.101 sin(hue) + -1794.250 cos(hue) + -3349.473 m0/gamma +  44.804 K_sync +  2819.497 F_pauli_x + -6114.088 F_pauli_y +  2947.308 F_pauli_z + -2.929 F_torsion,-9491.098 1 + -5527.891 x + -17899.422 y +  18282.355 z +  1348.424 r + -9632.479 hue +  19.648 gamma + -9491.003 m0 +  1412.638 1/r^3 + -8061.992 sin(hue) + -5008.570 cos(hue) + -9357.128 m0/gamma +  141.264 K_sync +  22898.160 F_pauli_x + -18791.301 F_pauli_y +  16844.812 F_pauli_z +  32.569 F_torsion,-1.229 1 + -0.676 x +  0.291 y + -1.913 z +  0.061 r + -1.254 hue + -1.229 m0 +  0.736 1/r^3 +  2.613 m0/gamma + -0.209 F_pauli_x +  0.372 F_pauli_y + -0.156 F_pauli_z, 668574.000 1 +  207809.906 x +  1377606.500 y + -1208134.125 z +  135053.562 r +  678534.000 hue + -1382.194 gamma +  668567.312 m0 + -58004.984 1/r^3 +  567905.062 sin(hue) +  352814.344 cos(hue) +  658626.500 m0/gamma + -8798.969 K_sync + -569716.125 F_pauli_x +  1217032.750 F_pauli_y + -590888.500 F_pauli_z +  638.335 F_torsion, 0.000
P_5.0_V_0.01_T_0.5_C_0.0, 5950.054 1 + -1442.565 x +  13540.520 y + -9236.652 z +  5036.652 r +  6038.716 hue + -11.980 gamma +  5949.989 m0 + -241.776 1/r^3 +  5054.163 sin(hue) +  3139.893 cos(hue) +  5850.143 m0/gamma +  35.429 K_sync + -7158.862 F_pauli_x +  4152.987 F_pauli_y +  347.509 F_pauli_z + -17.258 F_torsion,-3634.714 1 +  884.391 x + -8273.562 y +  5641.146 z + -3080.724 r + -3688.874 hue +  7.318 gamma + -3634.674 m0 +  147.550 1/r^3 + -3087.439 sin(hue) + -1918.068 cos(hue) + -3573.694 m0/gamma + -21.724 K_sync +  4370.717 F_pauli_x + -2503.703 F_pauli_y + -195.480 F_pauli_z +  10.630 F_torsion,-2494.167 1 +  606.248 x + -5676.927 y +  3871.242 z + -2113.206 r + -2531.332 hue +  5.022 gamma + -2494.139 m0 +  101.532 1/r^3 + -2118.624 sin(hue) + -1316.193 cos(hue) + -2452.293 m0/gamma + -14.844 K_sync +  3005.000 F_pauli_x + -1734.112 F_pauli_y + -122.495 F_pauli_z +  7.277 F_torsion,-7155.287 1 + -1357.587 x + -14279.290 y +  12326.447 z + -2176.809 r + -7261.934 hue +  14.369 gamma + -7155.207 m0 +  517.205 1/r^3 + -6077.940 sin(hue) + -3775.876 cos(hue) + -7023.953 m0/gamma + -8.449 K_sync +  17731.473 F_pauli_x + -7832.226 F_pauli_y +  4284.444 F_pauli_z +  57.376 F_torsion, 0.834 1 + -1.709 x + -1.999 y + -0.602 z +  0.184 r +  0.845 hue +  0.834 m0 + -8.144 1/r^3 +  0.708 sin(hue) +  0.442 cos(hue) +  1.754 m0/gamma + -0.060 F_pauli_x +  0.065 F_pauli_y +  0.065 F_pauli_z, 483351.906 1 + -117594.500 x +  1100233.125 y + -750176.875 z +  409667.250 r +  490554.000 hue + -973.209 gamma +  483346.531 m0 + -19587.117 1/r^3 +  410574.156 sin(hue) +  255068.750 cos(hue) +  475239.656 m0/gamma +  2887.593 K_sync + -579162.375 F_pauli_x +  334006.531 F_pauli_y +  26969.951 F_pauli_z + -1407.166 F_torsion, 0.000
P_5.0_V_0.01_T_1.0_C_0.0, 7237.691 1 +  463.709 x +  15255.702 y + -11990.707 z +  3855.592 r +  7345.607 hue + -14.611 gamma +  7237.617 m0 + -475.452 1/r^3 +  6147.945 sin(hue) +  3819.326 cos(hue) +  7080.384 m0/gamma +  44.243 K_sync + -6293.254 F_pauli_x +  12446.994 F_pauli_y + -9178.602 F_pauli_z + -19.855 F_torsion,-4394.823 1 + -318.242 x + -9243.678 y +  7298.058 z + -2296.381 r + -4460.351 hue +  8.872 gamma + -4394.780 m0 +  275.405 1/r^3 + -3733.115 sin(hue) + -2319.148 cos(hue) + -4299.967 m0/gamma + -26.055 K_sync +  3675.337 F_pauli_x + -7339.621 F_pauli_y +  4842.289 F_pauli_z +  10.000 F_torsion,-3052.938 1 + -181.971 x + -6442.868 y +  5051.823 z + -1643.112 r + -3098.457 hue +  6.163 gamma + -3052.907 m0 +  203.538 1/r^3 + -2593.271 sin(hue) + -1611.034 cos(hue) + -2986.449 m0/gamma + -18.869 K_sync +  2694.867 F_pauli_x + -5300.683 F_pauli_y +  4029.467 F_pauli_z +  8.907 F_torsion,-8121.223 1 + -2679.763 x + -15745.939 y +  14278.405 z + -1638.561 r + -8242.346 hue +  16.393 gamma + -8121.142 m0 +  750.695 1/r^3 + -6898.466 sin(hue) + -4285.536 cos(hue) + -7930.122 m0/gamma + -47.158 K_sync +  14897.826 F_pauli_x + -17828.664 F_pauli_y +  14367.474 F_pauli_z +  69.170 F_torsion,-0.250 1 +  0.532 x +  0.811 y +  0.419 z +  0.127 r + -0.258 hue + -0.250 m0 + -7.069 1/r^3 + -0.215 sin(hue) + -0.128 cos(hue) +  2.268 m0/gamma + -0.068 F_pauli_x +  0.273 F_pauli_y + -0.163 F_pauli_z, 591476.438 1 +  38412.516 x +  1246454.875 y + -980152.125 z +  314457.250 r +  600295.500 hue + -1194.051 gamma +  591470.562 m0 + -38619.562 1/r^3 +  502420.625 sin(hue) +  312121.938 cos(hue) +  578633.188 m0/gamma +  3601.802 K_sync + -511900.719 F_pauli_x +  1013346.312 F_pauli_y + -737005.938 F_pauli_z + -1588.114 F_torsion, 0.000
P_5.0_V_0.01_T_2.0_C_0.0, 8397.354 1 +  2192.650 x +  16374.446 y + -15092.940 z +  1579.893 r +  8522.480 hue + -16.731 gamma +  8397.283 m0 + -730.967 1/r^3 +  7132.964 sin(hue) +  4431.377 cos(hue) +  8271.537 m0/gamma +  66.501 K_sync + -6913.136 F_pauli_x +  14629.806 F_pauli_y + -7311.466 F_pauli_z +  6.851 F_torsion,-4983.553 1 + -1202.609 x + -9781.243 y +  8915.547 z + -1062.099 r + -5057.811 hue +  9.930 gamma + -4983.510 m0 +  427.489 1/r^3 + -4233.179 sin(hue) + -2629.876 cos(hue) + -4908.908 m0/gamma + -40.614 K_sync +  4007.478 F_pauli_x + -8546.913 F_pauli_y +  4235.674 F_pauli_z + -3.638 F_torsion,-3514.079 1 + -826.458 x + -6910.805 y +  6277.739 z + -775.968 r + -3566.441 hue +  7.002 gamma + -3514.048 m0 +  300.588 1/r^3 + -2984.964 sin(hue) + -1854.419 cos(hue) + -3461.456 m0/gamma + -28.903 K_sync +  2812.294 F_pauli_x + -6010.106 F_pauli_y +  2979.306 F_pauli_z + -2.463 F_torsion,-9996.621 1 + -5431.511 x + -17640.354 y +  19182.559 z +  1705.464 r + -10145.578 hue +  19.911 gamma + -9996.537 m0 +  1309.110 1/r^3 + -8491.430 sin(hue) + -5275.327 cos(hue) + -9849.209 m0/gamma + -68.207 K_sync +  20138.285 F_pauli_x + -20575.637 F_pauli_y +  15440.063 F_pauli_z +  32.336 F_torsion,-0.641 1 + -1.022 x + -0.274 y + -1.855 z +  0.071 r + -0.656 hue + -0.641 m0 + -0.366 1/r^3 + -0.547 sin(hue) +  2.529 m0/gamma + -0.187 F_pauli_x +  0.344 F_pauli_y + -0.137 F_pauli_z, 690510.688 1 +  175759.375 x +  1349384.375 y + -1239174.000 z +  135640.578 r +  700799.625 hue + -1375.860 gamma +  690504.500 m0 + -59827.852 1/r^3 +  586540.438 sin(hue) +  364390.156 cos(hue) +  680165.938 m0/gamma +  5521.492 K_sync + -564177.500 F_pauli_x +  1197114.625 F_pauli_y + -596832.000 F_pauli_z +  543.539 F_torsion, 0.000
P_5.0_V_0.1_T_0.5_C_0.0, 6438.208 1 + -388.720 x +  14433.244 y + -10231.077 z +  4356.625 r +  6534.091 hue + -13.066 gamma +  6438.126 m0 + -550.257 1/r^3 +  5468.786 sin(hue) +  3397.520 cos(hue) +  6348.080 m0/gamma +  10.390 K_sync + -1094.558 F_pauli_x +  14571.935 F_pauli_y +  5993.271 F_pauli_z + -15.290 F_torsion,-3939.054 1 +  230.773 x + -8826.057 y +  6262.498 z + -2656.616 r + -3997.718 hue +  7.994 gamma + -3939.005 m0 +  336.579 1/r^3 + -3345.938 sin(hue) + -2078.686 cos(hue) + -3883.911 m0/gamma + -6.247 K_sync +  673.972 F_pauli_x + -8909.185 F_pauli_y + -3664.168 F_pauli_z +  9.322 F_torsion,-2700.877 1 +  159.465 x + -6052.968 y +  4293.134 z + -1823.435 r + -2741.101 hue +  5.481 gamma + -2700.842 m0 +  231.138 1/r^3 + -2294.197 sin(hue) + -1425.285 cos(hue) + -2663.067 m0/gamma + -4.290 K_sync +  444.677 F_pauli_x + -6123.230 F_pauli_y + -2518.982 F_pauli_z +  6.376 F_torsion,-7991.611 1 + -3235.755 x + -15673.962 y +  14090.747 z + -849.804 r + -8110.638 hue +  16.187 gamma + -7991.500 m0 +  987.540 1/r^3 + -6788.290 sin(hue) + -4217.257 cos(hue) + -7878.827 m0/gamma +  30.042 K_sync +  2367.636 F_pauli_x + -28616.244 F_pauli_y + -9042.379 F_pauli_z +  53.628 F_torsion, 0.195 1 +  0.606 x +  0.534 y +  1.116 z +  0.135 r +  0.195 hue +  0.195 m0 + -5.049 1/r^3 +  0.164 sin(hue) +  2.055 m0/gamma +  0.030 F_pauli_x +  0.302 F_pauli_y +  0.187 F_pauli_z, 523149.875 1 + -31301.289 x +  1172635.625 y + -831450.375 z +  353660.594 r +  530941.125 hue + -1061.679 gamma +  523143.219 m0 + -44723.930 1/r^3 +  444377.438 sin(hue) +  276072.469 cos(hue) +  515826.250 m0/gamma +  839.232 K_sync + -88556.305 F_pauli_x +  1184404.000 F_pauli_y +  487136.875 F_pauli_z + -1240.916 F_torsion, 0.000
